file,pred_camera_view,true_camera_view
2771_D.jpg,Behind Home,Behind Home
2772_A.jpg,Behind Pitcher,Behind Pitcher
2772_B.jpg,"Batter, 3B side","Batter, 3B side"
2772_D.jpg,Behind Home,Behind Home
2772_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2773_B.jpg,"Batter, 3B side","Batter, 3B side"
2773_A.jpg,Behind Pitcher,Behind Pitcher
2773_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2774_A.jpg,Behind Pitcher,Behind Pitcher
2773_D.jpg,Behind Home,Behind Home
2774_B.jpg,"Batter, 3B side","Batter, 3B side"
2774_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2774_D.jpg,Behind Home,Behind Home
2775_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2775_A.jpg,Behind Pitcher,Behind Pitcher
2775_D.jpg,Behind Home,Behind Home
2775_B.jpg,"Batter, 3B side","Batter, 3B side"
2776_B.jpg,"Batter, 3B side","Batter, 3B side"
2776_A.jpg,Behind Pitcher,Behind Pitcher
2776_D.jpg,Behind Home,Behind Home
2777_B.jpg,"Batter, 3B side","Batter, 3B side"
2776_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2777_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2777_A.jpg,Behind Pitcher,Behind Pitcher
2778_B.jpg,"Batter, 3B side","Batter, 3B side"
2778_A.jpg,Behind Pitcher,Behind Pitcher
2777_D.jpg,Behind Home,Behind Home
2778_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2778_D.jpg,Behind Home,Behind Home
2779_A.jpg,Behind Pitcher,Behind Pitcher
2779_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2780_A.jpg,Behind Pitcher,Behind Pitcher
2779_B.jpg,"Batter, 3B side","Batter, 3B side"
2779_D.jpg,Behind Home,Behind Home
2780_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2780_B.jpg,"Batter, 3B side","Batter, 3B side"
2780_D.jpg,Behind Home,Behind Home
2781_A.jpg,Behind Pitcher,Behind Pitcher
2781_B.jpg,"Batter, 3B side","Batter, 3B side"
2781_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2781_D.jpg,Behind Home,Behind Home
2782_B.jpg,"Batter, 3B side","Batter, 3B side"
2782_A.jpg,Behind Pitcher,Behind Pitcher
2782_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2783_A.jpg,Behind Pitcher,Behind Pitcher
2782_D.jpg,Behind Home,Behind Home
2783_D.jpg,Behind Home,Behind Home
2783_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2783_B.jpg,"Batter, 3B side","Batter, 3B side"
2784_B.jpg,"Batter, 3B side","Batter, 3B side"
2784_A.jpg,Behind Pitcher,Behind Pitcher
2785_A.jpg,Behind Pitcher,Behind Pitcher
2784_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2784_D.jpg,Behind Home,Behind Home
2785_B.jpg,"Batter, 3B side","Batter, 3B side"
2785_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2785_D.jpg,Behind Home,Behind Home
2786_A.jpg,Behind Pitcher,Behind Pitcher
2786_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2786_D.jpg,Behind Home,Behind Home
2786_B.jpg,"Batter, 3B side","Batter, 3B side"
2787_B.jpg,"Batter, 3B side","Batter, 3B side"
2787_A.jpg,Behind Pitcher,Behind Pitcher
2788_A.jpg,Behind Pitcher,Behind Pitcher
2787_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2787_D.jpg,Behind Home,Behind Home
2788_B.jpg,"Batter, 3B side","Batter, 3B side"
2788_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2788_D.jpg,Behind Home,Behind Home
2789_A.jpg,Behind Pitcher,Behind Pitcher
2789_B.jpg,"Batter, 3B side","Batter, 3B side"
2789_D.jpg,Behind Home,Behind Home
2789_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2790_B.jpg,"Batter, 3B side","Batter, 3B side"
2790_A.jpg,Behind Pitcher,Behind Pitcher
2791_A.jpg,Behind Pitcher,Behind Pitcher
2790_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2790_D.jpg,Behind Home,Behind Home
2791_D.jpg,Behind Home,Behind Home
2791_B.jpg,"Batter, 3B side","Batter, 3B side"
2792_A.jpg,Behind Pitcher,Behind Pitcher
2791_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2792_B.jpg,"Batter, 3B side","Batter, 3B side"
2792_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2792_D.jpg,Behind Home,Behind Home
2793_B.jpg,"Batter, 3B side","Batter, 3B side"
2793_A.jpg,Behind Pitcher,Behind Pitcher
2793_D.jpg,Behind Home,Behind Home
2793_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2794_A.jpg,Behind Pitcher,Behind Pitcher
2794_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2794_B.jpg,"Batter, 3B side","Batter, 3B side"
2794_D.jpg,Behind Home,Behind Home
2795_A.jpg,Behind Pitcher,Behind Pitcher
2795_D.jpg,Behind Home,Behind Home
2795_B.jpg,"Batter, 3B side","Batter, 3B side"
2795_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2796_A.jpg,Behind Pitcher,Behind Pitcher
2796_B.jpg,"Batter, 3B side","Batter, 3B side"
2797_A.jpg,Behind Pitcher,Behind Pitcher
2796_D.jpg,Behind Home,Behind Home
2796_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2797_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2797_B.jpg,"Batter, 3B side","Batter, 3B side"
2798_A.jpg,Behind Pitcher,Behind Pitcher
2797_D.jpg,Behind Home,Behind Home
2798_B.jpg,"Batter, 3B side","Batter, 3B side"
2798_D.jpg,Behind Home,Behind Home
2798_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2799_A.jpg,Behind Pitcher,Behind Pitcher
2799_B.jpg,"Batter, 3B side","Batter, 3B side"
2799_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2799_D.jpg,Behind Home,Behind Home
2800_B.jpg,"Batter, 3B side","Batter, 3B side"
2800_A.jpg,Behind Pitcher,Behind Pitcher
2800_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2801_A.jpg,Behind Pitcher,Behind Pitcher
2800_D.jpg,Behind Home,Behind Home
2801_B.jpg,"Batter, 3B side","Batter, 3B side"
2801_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2802_B.jpg,"Batter, 3B side","Batter, 3B side"
2802_A.jpg,Behind Pitcher,Behind Pitcher
2801_D.jpg,Behind Home,Behind Home
2802_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2802_D.jpg,Behind Home,Behind Home
2803_A.jpg,Behind Pitcher,Behind Pitcher
2803_B.jpg,"Batter, 3B side","Batter, 3B side"
2804_A.jpg,Behind Pitcher,Behind Pitcher
2803_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2803_D.jpg,Behind Home,Behind Home
2804_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2804_B.jpg,"Batter, 3B side","Batter, 3B side"
2805_A.jpg,Behind Pitcher,Behind Pitcher
2804_D.jpg,Behind Home,Behind Home
2805_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2805_B.jpg,"Batter, 3B side","Batter, 3B side"
2805_D.jpg,Behind Home,Behind Home
2806_B.jpg,"Batter, 3B side","Batter, 3B side"
2806_A.jpg,Behind Pitcher,Behind Pitcher
2806_D.jpg,Behind Home,Behind Home
2806_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2807_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2807_A.jpg,Behind Pitcher,Behind Pitcher
2807_B.jpg,"Batter, 3B side","Batter, 3B side"
2808_A.jpg,Behind Pitcher,Behind Pitcher
2807_D.jpg,Behind Home,Behind Home
2808_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2808_B.jpg,"Batter, 3B side","Batter, 3B side"
2808_D.jpg,Behind Home,Behind Home
2809_B.jpg,"Batter, 3B side","Batter, 3B side"
2809_A.jpg,Behind Pitcher,Behind Pitcher
2809_D.jpg,Behind Home,Behind Home
2810_A.jpg,Behind Pitcher,Behind Pitcher
2809_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2810_B.jpg,"Batter, 3B side","Batter, 3B side"
2810_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2811_A.jpg,Behind Pitcher,Behind Pitcher
2810_D.jpg,Behind Home,Behind Home
2811_B.jpg,"Batter, 3B side","Batter, 3B side"
2811_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2811_D.jpg,Behind Home,Behind Home
2812_A.jpg,Behind Pitcher,Behind Pitcher
2812_B.jpg,"Batter, 3B side","Batter, 3B side"
2812_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2813_A.jpg,Behind Pitcher,Behind Pitcher
2812_D.jpg,Behind Home,Behind Home
2813_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2813_B.jpg,"Batter, 3B side","Batter, 3B side"
2814_A.jpg,Behind Pitcher,Behind Pitcher
2813_D.jpg,Behind Home,Behind Home
2814_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2814_B.jpg,"Batter, 3B side","Batter, 3B side"
2814_D.jpg,Behind Home,Behind Home
2815_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2815_B.jpg,"Batter, 3B side","Batter, 3B side"
2815_A.jpg,Behind Pitcher,Behind Pitcher
2816_A.jpg,Behind Pitcher,Behind Pitcher
2815_D.jpg,Behind Home,Behind Home
2816_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2816_B.jpg,"Batter, 3B side","Batter, 3B side"
2817_A.jpg,Behind Pitcher,Behind Pitcher
2817_B.jpg,"Batter, 3B side","Batter, 3B side"
2816_D.jpg,Behind Home,Behind Home
2817_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2817_D.jpg,Behind Home,Behind Home
2818_B.jpg,"Batter, 3B side","Batter, 3B side"
2818_A.jpg,Behind Pitcher,Behind Pitcher
2818_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2819_A.jpg,Behind Pitcher,Behind Pitcher
2818_D.jpg,Behind Home,Behind Home
2819_B.jpg,"Batter, 3B side","Batter, 3B side"
2819_D.jpg,Behind Home,Behind Home
2819_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2820_B.jpg,"Batter, 3B side","Batter, 3B side"
2820_A.jpg,Behind Pitcher,Behind Pitcher
2820_D.jpg,Behind Home,Behind Home
2820_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2821_A.jpg,Behind Pitcher,Behind Pitcher
2821_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2821_B.jpg,"Batter, 3B side","Batter, 3B side"
2822_B.jpg,"Batter, 3B side","Batter, 3B side"
2822_A.jpg,Behind Pitcher,Behind Pitcher
2821_D.jpg,Behind Home,Behind Home
2822_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2822_D.jpg,Behind Home,Behind Home
2823_B.jpg,"Batter, 3B side","Batter, 3B side"
2823_A.jpg,Behind Pitcher,Behind Pitcher
2823_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2823_D.jpg,Behind Home,Behind Home
2824_B.jpg,"Batter, 3B side","Batter, 3B side"
2824_A.jpg,Behind Pitcher,Behind Pitcher
2824_D.jpg,Behind Home,Behind Home
2825_B.jpg,"Batter, 3B side","Batter, 3B side"
2825_A.jpg,Behind Pitcher,Behind Pitcher
2824_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2826_A.jpg,Behind Pitcher,Behind Pitcher
2825_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2825_D.jpg,Behind Home,Behind Home
2826_B.jpg,"Batter, 3B side","Batter, 3B side"
2826_D.jpg,Behind Home,Behind Home
2826_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2827_A.jpg,Behind Pitcher,Behind Pitcher
2827_B.jpg,"Batter, 3B side","Batter, 3B side"
2827_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2828_A.jpg,Behind Pitcher,Behind Pitcher
2828_B.jpg,"Batter, 3B side","Batter, 3B side"
2827_D.jpg,Behind Home,Behind Home
2828_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2828_D.jpg,Behind Home,Behind Home
2829_A.jpg,Behind Pitcher,Behind Pitcher
2829_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2829_B.jpg,"Batter, 3B side","Batter, 3B side"
2830_A.jpg,Behind Pitcher,Behind Pitcher
2829_D.jpg,Behind Home,Behind Home
2830_B.jpg,"Batter, 3B side","Batter, 3B side"
2830_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2831_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2830_D.jpg,Behind Home,Behind Home
2831_A.jpg,Behind Pitcher,Behind Pitcher
2832_A.jpg,Behind Pitcher,Behind Pitcher
2831_B.jpg,"Batter, 3B side","Batter, 3B side"
2831_D.jpg,Behind Home,Behind Home
2832_B.jpg,"Batter, 3B side","Batter, 3B side"
2832_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2833_A.jpg,Behind Pitcher,Behind Pitcher
2832_D.jpg,Behind Home,Behind Home
2833_B.jpg,"Batter, 3B side","Batter, 3B side"
2833_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2834_A.jpg,Behind Pitcher,Behind Pitcher
2833_D.jpg,Behind Home,Behind Home
2834_D.jpg,Behind Home,Behind Home
2834_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2834_B.jpg,"Batter, 3B side","Batter, 3B side"
2835_A.jpg,Behind Pitcher,Behind Pitcher
2835_B.jpg,"Batter, 3B side","Batter, 3B side"
2836_A.jpg,Behind Pitcher,Behind Pitcher
2835_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2835_D.jpg,Behind Home,Behind Home
2836_B.jpg,"Batter, 3B side","Batter, 3B side"
2836_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2836_D.jpg,Behind Home,Behind Home
2837_A.jpg,Behind Pitcher,Behind Pitcher
2837_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2837_D.jpg,Behind Home,Behind Home
2837_B.jpg,"Batter, 3B side","Batter, 3B side"
2838_A.jpg,Behind Pitcher,Behind Pitcher
2838_B.jpg,"Batter, 3B side","Batter, 3B side"
2838_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2839_A.jpg,Behind Pitcher,Behind Pitcher
2838_D.jpg,Behind Home,Behind Home
2839_B.jpg,"Batter, 3B side","Batter, 3B side"
2839_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2839_D.jpg,Behind Home,Behind Home
2840_A.jpg,Behind Pitcher,Behind Pitcher
2840_D.jpg,Behind Home,Behind Home
2840_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2840_B.jpg,"Batter, 3B side","Batter, 3B side"
2841_B.jpg,"Batter, 3B side","Batter, 3B side"
2841_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2841_A.jpg,Behind Pitcher,Behind Pitcher
2842_A.jpg,Behind Pitcher,Behind Pitcher
2841_D.jpg,Behind Home,Behind Home
2842_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2842_B.jpg,"Batter, 3B side","Batter, 3B side"
2843_A.jpg,Behind Pitcher,Behind Pitcher
2843_B.jpg,"Batter, 3B side","Batter, 3B side"
2842_D.jpg,Behind Home,Behind Home
2843_D.jpg,Behind Home,Behind Home
2843_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2844_B.jpg,"Batter, 3B side","Batter, 3B side"
2844_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2844_A.jpg,Behind Pitcher,Behind Pitcher
2844_D.jpg,Behind Home,Behind Home
2845_A.jpg,Behind Pitcher,Behind Pitcher
2845_B.jpg,"Batter, 3B side","Batter, 3B side"
2845_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2845_D.jpg,Behind Home,Behind Home
2846_A.jpg,Behind Pitcher,Behind Pitcher
2846_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2846_B.jpg,"Batter, 3B side","Batter, 3B side"
2846_D.jpg,Behind Home,Behind Home
2847_B.jpg,"Batter, 3B side","Batter, 3B side"
2847_A.jpg,Behind Pitcher,Behind Pitcher
2847_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2847_D.jpg,Behind Home,Behind Home
2848_A.jpg,Behind Pitcher,Behind Pitcher
2848_B.jpg,"Batter, 3B side","Batter, 3B side"
2848_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2849_A.jpg,Behind Pitcher,Behind Pitcher
2848_D.jpg,Behind Home,Behind Home
2849_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2849_B.jpg,"Batter, 3B side","Batter, 3B side"
2849_D.jpg,Behind Home,Behind Home
2850_B.jpg,"Batter, 3B side","Batter, 3B side"
2850_A.jpg,Behind Pitcher,Behind Pitcher
2850_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2850_D.jpg,Behind Home,Behind Home
2851_B.jpg,"Batter, 3B side","Batter, 3B side"
2851_A.jpg,Behind Pitcher,Behind Pitcher
2851_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2851_D.jpg,Behind Home,Behind Home
2852_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2852_B.jpg,"Batter, 3B side","Batter, 3B side"
2852_A.jpg,Behind Pitcher,Behind Pitcher
2852_D.jpg,Behind Home,Behind Home
2853_A.jpg,Behind Pitcher,Behind Pitcher
2853_B.jpg,"Batter, 3B side","Batter, 3B side"
2853_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2853_D.jpg,Behind Home,Behind Home
2854_B.jpg,"Batter, 3B side","Batter, 3B side"
2854_A.jpg,Behind Pitcher,Behind Pitcher
2854_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2854_D.jpg,Behind Home,Behind Home
2855_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2855_B.jpg,"Batter, 3B side","Batter, 3B side"
2855_A.jpg,Behind Pitcher,Behind Pitcher
2855_D.jpg,Behind Home,Behind Home
2856_A.jpg,Behind Pitcher,Behind Pitcher
2856_B.jpg,"Batter, 3B side","Batter, 3B side"
2856_D.jpg,Behind Home,Behind Home
2856_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2857_B.jpg,"Batter, 3B side","Batter, 3B side"
2857_A.jpg,Behind Pitcher,Behind Pitcher
2857_D.jpg,Behind Home,Behind Home
2857_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2858_B.jpg,"Batter, 3B side","Batter, 3B side"
2858_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2858_A.jpg,Behind Pitcher,Behind Pitcher
2859_A.jpg,Behind Pitcher,Behind Pitcher
2858_D.jpg,Behind Home,Behind Home
2859_B.jpg,"Batter, 3B side","Batter, 3B side"
2859_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2859_D.jpg,Behind Home,Behind Home
2860_A.jpg,Behind Pitcher,Behind Pitcher
2860_B.jpg,"Batter, 3B side","Batter, 3B side"
2860_D.jpg,Behind Home,Behind Home
2860_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2861_A.jpg,Behind Pitcher,Behind Pitcher
2861_B.jpg,"Batter, 3B side","Batter, 3B side"
2861_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2862_A.jpg,Behind Pitcher,Behind Pitcher
2861_D.jpg,Behind Home,Behind Home
2862_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2862_D.jpg,Behind Home,Behind Home
2862_B.jpg,"Batter, 3B side","Batter, 3B side"
2863_A.jpg,Behind Pitcher,Behind Pitcher
2863_B.jpg,"Batter, 3B side","Batter, 3B side"
2863_D.jpg,Behind Home,Behind Home
2863_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2864_B.jpg,"Batter, 3B side","Batter, 3B side"
2864_A.jpg,Behind Pitcher,Behind Pitcher
2864_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2865_A.jpg,Behind Pitcher,Behind Pitcher
2864_D.jpg,Behind Home,Behind Home
2865_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2865_B.jpg,"Batter, 3B side","Batter, 3B side"
2865_D.jpg,Behind Home,Behind Home
2866_A.jpg,Behind Pitcher,Behind Pitcher
2866_B.jpg,"Batter, 3B side","Batter, 3B side"
2866_D.jpg,Behind Home,Behind Home
2866_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2867_B.jpg,"Batter, 3B side","Batter, 3B side"
2867_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2867_A.jpg,Behind Pitcher,Behind Pitcher
2867_D.jpg,Behind Home,Behind Home
2868_A.jpg,Behind Pitcher,Behind Pitcher
2868_B.jpg,"Batter, 3B side","Batter, 3B side"
2868_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2869_A.jpg,Behind Pitcher,Behind Pitcher
2869_B.jpg,"Batter, 3B side","Batter, 3B side"
2868_D.jpg,Behind Home,Behind Home
2869_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2869_D.jpg,Behind Home,Behind Home
2870_B.jpg,"Batter, 3B side","Batter, 3B side"
2870_D.jpg,Behind Home,Behind Home
2870_A.jpg,Behind Pitcher,Behind Pitcher
2871_A.jpg,Behind Pitcher,Behind Pitcher
2870_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2871_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2871_B.jpg,"Batter, 3B side","Batter, 3B side"
2872_B.jpg,"Batter, 3B side","Batter, 3B side"
2872_A.jpg,Behind Pitcher,Behind Pitcher
2871_D.jpg,Behind Home,Behind Home
2872_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2872_D.jpg,Behind Home,Behind Home
2873_A.jpg,Behind Pitcher,Behind Pitcher
2873_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2873_B.jpg,"Batter, 3B side","Batter, 3B side"
2873_D.jpg,Behind Home,Behind Home
2874_A.jpg,Behind Pitcher,Behind Pitcher
2874_B.jpg,"Batter, 3B side","Batter, 3B side"
2874_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2875_A.jpg,Behind Pitcher,Behind Pitcher
2874_D.jpg,Behind Home,Behind Home
2875_B.jpg,"Batter, 3B side","Batter, 3B side"
2875_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2875_D.jpg,Behind Home,Behind Home
2876_A.jpg,Behind Pitcher,Behind Pitcher
2876_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2876_B.jpg,"Batter, 3B side","Batter, 3B side"
2877_A.jpg,Behind Pitcher,Behind Pitcher
2876_D.jpg,Behind Home,Behind Home
2877_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2877_B.jpg,"Batter, 3B side","Batter, 3B side"
2877_D.jpg,Behind Home,Behind Home
2878_A.jpg,Behind Pitcher,Behind Pitcher
2878_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2878_D.jpg,Behind Home,Behind Home
2878_B.jpg,"Batter, 3B side","Batter, 3B side"
2879_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2879_A.jpg,Behind Pitcher,Behind Pitcher
2879_B.jpg,"Batter, 3B side","Batter, 3B side"
2879_D.jpg,Behind Home,Behind Home
2880_A.jpg,Behind Pitcher,Behind Pitcher
2880_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2880_B.jpg,"Batter, 3B side","Batter, 3B side"
2881_B.jpg,"Batter, 3B side","Batter, 3B side"
2881_A.jpg,Behind Pitcher,Behind Pitcher
2880_D.jpg,Behind Home,Behind Home
2881_D.jpg,Behind Home,Behind Home
2881_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2882_A.jpg,Behind Pitcher,Behind Pitcher
2882_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2882_B.jpg,"Batter, 3B side","Batter, 3B side"
2882_D.jpg,Behind Home,Behind Home
2883_A.jpg,Behind Pitcher,Behind Pitcher
2883_B.jpg,"Batter, 3B side","Batter, 3B side"
2883_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2883_D.jpg,Behind Home,Behind Home
2884_B.jpg,"Batter, 3B side","Batter, 3B side"
2884_A.jpg,Behind Pitcher,Behind Pitcher
2884_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2884_D.jpg,Behind Home,Behind Home
2885_A.jpg,Behind Pitcher,Behind Pitcher
2885_B.jpg,"Batter, 3B side","Batter, 3B side"
2886_A.jpg,Behind Pitcher,Behind Pitcher
2885_D.jpg,Behind Home,Behind Home
2885_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2886_B.jpg,"Batter, 3B side","Batter, 3B side"
2886_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2887_B.jpg,"Batter, 3B side","Batter, 3B side"
2886_D.jpg,Behind Home,Behind Home
2887_A.jpg,Behind Pitcher,Behind Pitcher
2887_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2887_D.jpg,Behind Home,Behind Home
2888_A.jpg,Behind Pitcher,Behind Pitcher
2888_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2888_B.jpg,"Batter, 3B side","Batter, 3B side"
2888_D.jpg,Behind Home,Behind Home
2889_A.jpg,Behind Pitcher,Behind Pitcher
2889_B.jpg,"Batter, 3B side","Batter, 3B side"
2889_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2889_D.jpg,Behind Home,Behind Home
2890_B.jpg,"Batter, 3B side","Batter, 3B side"
2890_A.jpg,Behind Pitcher,Behind Pitcher
2890_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2890_D.jpg,Behind Home,Behind Home
2891_B.jpg,"Batter, 3B side","Batter, 3B side"
2891_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2891_A.jpg,Behind Pitcher,Behind Pitcher
2891_D.jpg,Behind Home,Behind Home
2892_C.jpg,Behind Pitcher,"Pitcher, 3B side"
2892_B.jpg,"Batter, 3B side","Batter, 3B side"
2892_A.jpg,Behind Pitcher,Behind Pitcher
2892_D.jpg,Behind Home,Behind Home
2893_A.jpg,Behind Pitcher,Behind Pitcher
2893_B.jpg,"Batter, 3B side","Batter, 3B side"
2893_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2893_D.jpg,Behind Home,Behind Home
2894_B.jpg,"Batter, 3B side","Batter, 3B side"
2894_A.jpg,Behind Pitcher,Behind Pitcher
2894_D.jpg,Behind Home,Behind Home
2894_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2895_B.jpg,"Batter, 3B side","Batter, 3B side"
2895_A.jpg,Behind Pitcher,Behind Pitcher
2895_C.jpg,Behind Pitcher,"Pitcher, 3B side"
2895_D.jpg,Behind Home,Behind Home
2896_A.jpg,Behind Pitcher,Behind Pitcher
2896_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2896_B.jpg,"Batter, 3B side","Batter, 3B side"
2897_B.jpg,"Batter, 3B side","Batter, 3B side"
2897_A.jpg,Behind Pitcher,Behind Pitcher
2896_D.jpg,Behind Home,Behind Home
2897_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
2897_D.jpg,Behind Home,Behind Home
2898_B.jpg,"Batter, 3B side","Batter, 3B side"
2898_A.jpg,Behind Pitcher,Behind Pitcher
2898_C.jpg,"Pitcher, 3B side","Pitcher, 3B side"
